step,transaction_id,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,country,hour,isFraud
695,TXN0002927,DEBIT,375.94,C3232725,281145.63,280769.69,C1403103,55986.35,143038.46,US,13,0
696,TXN0002928,PAYMENT,5745.87,C4150714,130775.48,125029.61,M3442281,181619.35,186105.69,US,2,0
697,TXN0002929,TRANSFER,1756.19,C1015341,54140.6,52384.409999999996,C2299316,68996.12,179926.05,US,12,0
698,TXN0002930,CASH_OUT,1391.74,C2006874,108368.57,106976.83,C1818519,151466.42,147059.58,RU,16,0
699,TXN0002931,PAYMENT,98.39,C2143161,140922.76,140824.37,M2027623,69714.19,76992.42,US,2,0
700,TXN0002932,CASH_OUT,41.33,C2272514,416818.92,416777.58999999997,C4583225,54888.09,129145.25,US,20,0
701,TXN0002933,TRANSFER,1653.42,C8685331,176131.81,174478.38999999998,C6363991,2404.45,184434.88,US,1,0
702,TXN0002934,CASH_OUT,1411.06,C6331147,140916.12,139505.06,C7399386,7218.34,192413.32,US,14,0
703,TXN0002935,CASH_OUT,4653.34,C3596571,395154.91,390501.56999999995,C8760966,105423.06,111750.91,BR,12,0
704,TXN0002936,CASH_OUT,73.12,C9115690,217965.73,217892.61000000002,C2725212,84858.65,159766.63,US,16,0
705,TXN0002937,CASH_IN,154.61,C2892851,284375.11,284220.5,C2429208,87708.15,115828.5,NG,12,0
706,TXN0002938,CASH_OUT,9.22,C4388404,79915.68,79906.45999999999,C4342125,172967.5,66567.89,US,1,0
707,TXN0002939,CASH_IN,111.62,C4479248,94795.66,94684.04000000001,C7290180,13394.77,69555.5,US,17,0
708,TXN0002940,TRANSFER,1795.68,C3515763,123456.87,121661.19,C7201152,118653.4,152216.92,KE,7,0
709,TXN0002941,PAYMENT,96.26,C3671307,200089.87,199993.61,M7507820,181084.31,140079.82,US,14,0
710,TXN0002942,TRANSFER,880.91,C1726694,340659.72,339778.81,C2116286,85551.4,96975.48,RU,8,0
711,TXN0002943,DEBIT,167.17,C1072149,3230.04,3062.87,C4395603,40901.71,180190.03,GB,10,0
712,TXN0002944,TRANSFER,467.83,C9036116,214998.75,214530.92,C7446622,63331.16,127594.27,CN,20,0
713,TXN0002945,DEBIT,24.65,C2027269,159967.6,159942.95,C3761639,188677.56,85293.82,DE,11,0
714,TXN0002946,CASH_IN,290.16,C1074124,409092.22,408802.06,C8836901,107034.17,112860.58,KE,0,0
715,TXN0002947,TRANSFER,0.62,C1133760,382762.86,382762.24,C8661818,190026.21,158671.63,US,22,0
716,TXN0002948,TRANSFER,168.38,C2945379,439409.87,439241.49,C3027871,138658.81,96146.29,RU,4,0
717,TXN0002949,CASH_OUT,9.38,C7542039,548.35,538.97,C4328927,16588.84,14636.67,CN,0,0
718,TXN0002950,DEBIT,2729.81,C5675106,96731.06,94001.25,C3362438,43321.27,135562.1,BR,15,0
719,TXN0002951,PAYMENT,1158.42,C9110583,492727.81,491569.39,M8500007,166843.73,156740.65,US,19,0
720,TXN0002952,CASH_IN,622.25,C3018458,54168.21,53545.96,C8964761,86900.5,154376.15,US,19,0
721,TXN0002953,TRANSFER,5125.65,C8637977,147997.82,142872.17,C7823623,104803.04,46905.74,CN,23,0
722,TXN0002954,PAYMENT,36.68,C5462978,8732.7,8696.02,M1269740,32295.38,164824.01,MX,4,0
723,TXN0002955,PAYMENT,8060.46,C3322128,341075.39,333014.93,M7373024,124828.6,191437.59,US,14,0
724,TXN0002956,PAYMENT,1578.74,C2480480,380119.53,378540.79000000004,M2274041,140684.08,91730.94,US,19,0
725,TXN0002957,TRANSFER,152.46,C5773351,335880.94,335728.48,C9023548,157718.17,117348.77,NG,3,0
726,TXN0002958,PAYMENT,2371.41,C6515560,372610.81,370239.4,M1623137,79393.09,165760.81,US,2,0
727,TXN0002959,PAYMENT,26.77,C1149541,251959.68,251932.91,M1515563,112105.01,143553.56,US,11,0
728,TXN0002960,CASH_OUT,47.04,C8863923,298936.68,298889.64,C6641575,57804.48,100078.74,DE,6,0
729,TXN0002961,PAYMENT,72.44,C9254333,300061.5,299989.06,M2497514,80583.93,114026.88,US,18,0
730,TXN0002962,DEBIT,84.95,C7449227,485149.6,485064.64999999997,C5067904,196990.24,77467.72,MX,13,0
731,TXN0002963,PAYMENT,29.57,C5027624,11472.87,11443.300000000001,M3613325,138534.65,163457.36,US,15,0
732,TXN0002964,TRANSFER,2824.72,C7121455,389340.09,386515.37000000005,C3453713,52773.93,177794.31,US,12,0
733,TXN0002965,CASH_IN,145.81,C9356059,145049.12,144903.31,C3156471,137841.22,146927.49,US,1,0
734,TXN0002966,CASH_OUT,495.22,C1348817,332035.41,331540.19,C7561954,157982.15,63925.91,US,21,0
735,TXN0002967,CASH_OUT,78.2,C6669364,104235.75,104157.55,C5694321,130340.48,145926.63,US,3,0
736,TXN0002968,DEBIT,6.42,C4324362,160134.13,160127.71,C4933783,181915.25,76277.88,NG,20,0
737,TXN0002969,CASH_OUT,419.94,C4368402,44704.58,44284.64,C1215813,10483.05,164151.08,US,23,0
738,TXN0002970,CASH_OUT,5.34,C2106734,260520.57,260515.23,C8438468,106338.9,8970.98,MX,9,0
739,TXN0002971,CASH_OUT,213.31,C4869513,349510.16,349296.85,C6635841,188665.03,151199.64,US,10,0
740,TXN0002972,CASH_OUT,15.85,C1848463,24684.47,24668.620000000003,C4860691,83431.81,17704.09,US,7,0
741,TXN0002973,DEBIT,13024.04,C7608681,266894.79,253870.74999999997,C3858731,157773.93,16469.48,BR,16,0
742,TXN0002974,CASH_IN,1514.33,C8198924,33389.91,31875.58,C9722689,60619.97,91772.79,DE,18,0
743,TXN0002975,CASH_OUT,302.33,C5302258,423402.09,423099.76,C8683940,198701.63,172632.83,DE,22,0
0,TXN0002976,PAYMENT,3063.81,C6852757,337171.59,334107.78,M4558295,172403.59,86530.08,MX,0,0
1,TXN0002977,CASH_IN,45.03,C8513921,145107.96,145062.93,C9453001,116905.91,24958.4,US,17,0
2,TXN0002978,TRANSFER,725.57,C8083185,237185.41,236459.84,C4905409,151493.62,20769.16,NG,11,0
3,TXN0002979,DEBIT,364.9,C8166233,345039.56,344674.66,C9035216,95743.25,173946.6,US,15,0
4,TXN0002980,PAYMENT,414.9,C9904849,204583.52,204168.62,M4636360,105192.92,132960.27,US,17,0
5,TXN0002981,TRANSFER,3117.25,C2472730,439548.92,436431.67,C7652371,80303.62,118424.91,GB,5,0
6,TXN0002982,PAYMENT,1058.9,C8252042,221926.61,220867.71,M8297775,2238.61,139847.4,DE,16,0
7,TXN0002983,PAYMENT,435.92,C7661931,474801.18,474365.26,M2436553,33801.62,110059.39,KE,10,0
8,TXN0002984,CASH_OUT,8.94,C1011337,145716.96,145708.02,C8781265,21234.49,64691.77,CN,10,0
9,TXN0002985,CASH_OUT,35.87,C9057631,76146.96,76111.09000000001,C8798942,76036.39,4987.51,US,19,0
10,TXN0002986,DEBIT,191.44,C7196790,12318.37,12126.93,C9928852,183691.2,188238.08,US,2,0
11,TXN0002987,PAYMENT,294.93,C8395677,445970.81,445675.88,M2834763,96569.19,116542.47,GB,10,0
12,TXN0002988,CASH_OUT,25.52,C3333293,433701.28,433675.76,C6913626,88280.24,129657.43,US,2,0
13,TXN0002989,DEBIT,30435.15,C6173587,214265.26,183830.11000000002,C9817804,72212.2,8717.38,US,20,0
14,TXN0002990,CASH_OUT,5078.59,C4080895,134884.86,129806.26999999999,C5393789,89441.15,167054.13,MX,5,0
15,TXN0002991,TRANSFER,815.85,C8768782,313229.68,312413.83,C1835328,3603.57,20335.07,BR,4,0
16,TXN0002992,DEBIT,282.61,C6702498,31903.93,31621.32,C1221337,7225.78,55047.41,RU,20,0
17,TXN0002993,CASH_OUT,160.07,C1385166,330783.82,330623.75,C7736055,32410.19,170196.41,CN,4,0
18,TXN0002994,TRANSFER,36.46,C4536982,316993.96,316957.5,C2997599,2728.02,190445.12,US,5,0
19,TXN0002995,CASH_OUT,285.71,C1332406,406193.12,405907.41,C3283404,84694.91,51912.47,GB,12,0
20,TXN0002996,DEBIT,409.73,C8570421,119609.01,119199.28,C7098183,127011.27,198828.46,KE,23,0
21,TXN0002997,CASH_OUT,20.42,C6479968,442064.79,442044.37,C9301670,61015.11,189207.42,BR,20,0
22,TXN0002998,CASH_IN,477.4,C7165267,339144.67,338667.26999999996,C7845217,9939.94,76085.88,UA,8,0
23,TXN0002999,CASH_IN,179.38,C4494335,322970.62,322791.24,C7071456,43773.96,66061.27,US,11,0
24,TXN0003000,PAYMENT,5.39,C7389052,448161.72,448156.32999999996,M8199730,164544.25,70787.17,KE,21,0
25,TXN0003001,DEBIT,43.78,C4332402,253338.26,253294.48,C5490723,148281.87,45728.18,GB,17,0
26,TXN0003002,CASH_IN,107.0,C6925271,314990.53,314883.53,C8196746,43166.86,195727.48,DE,15,0
27,TXN0003003,DEBIT,10671.96,C9683638,120168.79,109496.82999999999,C6254453,162280.81,94552.45,US,21,0
28,TXN0003004,CASH_OUT,744.79,C1076762,450546.07,449801.28,C9521022,130088.88,154290.7,US,5,0
29,TXN0003005,CASH_OUT,16.93,C4664866,150383.02,150366.09,C5224876,119412.6,67443.3,DE,23,0
30,TXN0003006,CASH_OUT,646.82,C6973210,381579.48,380932.66,C1398948,72235.63,144146.19,GB,10,0
31,TXN0003007,CASH_OUT,11.08,C9925674,200446.52,200435.44,C5515418,39414.75,34443.07,US,0,0
32,TXN0003008,CASH_IN,2133.21,C4290868,348471.49,346338.27999999997,C1766356,98004.47,28375.7,NG,23,0
33,TXN0003009,CASH_IN,95.37,C6280331,317468.11,317372.74,C5523826,125777.17,137125.02,UA,21,0
34,TXN0003010,PAYMENT,202.9,C1479448,210855.06,210652.16,M2064273,21987.74,7690.31,US,11,0
35,TXN0003011,PAYMENT,3468.9,C1081630,496228.58,492759.68,M6031442,191884.29,18842.65,US,5,0
36,TXN0003012,PAYMENT,18.65,C4808022,69634.59,69615.94,M2085992,154355.74,137332.91,NG,8,0
37,TXN0003013,CASH_OUT,14.97,C4754689,310220.27,310205.30000000005,C9245512,159497.45,144976.69,DE,10,0
38,TXN0003014,PAYMENT,76.16,C3386328,328410.18,328334.02,M5009764,198751.74,33373.96,CN,8,0
39,TXN0003015,TRANSFER,1952.29,C8729583,74493.57,72541.28000000001,C5432413,36635.73,133567.59,NG,21,0
40,TXN0003016,PAYMENT,11.72,C1857526,181738.69,181726.97,M9784090,110801.44,135379.41,US,6,0
41,TXN0003017,TRANSFER,0.85,C6741524,129772.03,129771.18,C2346321,164759.43,125161.93,MX,1,0
42,TXN0003018,CASH_OUT,99.25,C6438820,39196.24,39096.99,C2573148,71495.83,151159.78,BR,9,0
43,TXN0003019,PAYMENT,737.66,C8612753,461903.15,461165.49000000005,M1524298,37295.4,169040.21,NG,15,0
44,TXN0003020,TRANSFER,2698.69,C4352026,221130.93,218432.24,C5151534,133560.15,166091.07,US,4,0
45,TXN0003021,TRANSFER,96.9,C8099755,380525.27,380428.37,C3798207,84862.99,102739.09,US,3,0
46,TXN0003022,CASH_OUT,107.46,C9575908,196127.49,196020.03,C8416795,84779.29,46808.28,US,19,0
47,TXN0003023,CASH_OUT,2459.72,C8239156,10088.81,7629.09,C5034902,189964.08,87165.32,DE,19,0
48,TXN0003024,TRANSFER,5.82,C1995162,167793.42,167787.6,C6213765,118034.6,28567.73,MX,23,0
49,TXN0003025,DEBIT,112.5,C8025845,113782.01,113669.51,C8393940,190453.65,43062.61,GB,5,0
50,TXN0003026,DEBIT,358.11,C9908966,478634.86,478276.75,C9901867,170041.81,18090.3,US,11,0
51,TXN0003027,PAYMENT,600.91,C3554392,72624.84,72023.93,M1959393,80147.57,73253.56,CN,7,0
52,TXN0003028,DEBIT,88.27,C3428547,392716.65,392628.38,C3947827,51070.34,94276.13,US,7,0
53,TXN0003029,DEBIT,262.14,C8408204,233279.13,233016.99,C7351799,22039.82,66247.08,CN,2,0
54,TXN0003030,CASH_OUT,1.69,C5785492,97041.25,97039.56,C5341285,59830.92,87175.73,US,22,0
55,TXN0003031,CASH_OUT,65.6,C4775273,443299.32,443233.72000000003,C2418621,117051.15,96728.83,BR,5,0
56,TXN0003032,CASH_OUT,606.08,C2798568,7899.83,7293.75,C6380339,134629.32,93539.89,US,18,0
57,TXN0003033,PAYMENT,34.31,C6699757,454850.98,454816.67,M2077621,101846.73,168370.58,US,5,0
58,TXN0003034,PAYMENT,275.33,C2398904,365577.14,365301.81,M1898842,31123.96,19590.04,RU,19,0
59,TXN0003035,CASH_OUT,598.09,C7661732,393423.12,392825.02999999997,C2266948,155602.81,22781.67,NG,21,0
60,TXN0003036,PAYMENT,123.33,C3296951,341222.32,341098.99,M9620884,128693.86,69251.42,RU,14,0
61,TXN0003037,CASH_OUT,344.1,C2358537,431694.37,431350.27,C7260587,2070.46,197638.36,US,8,0
62,TXN0003038,PAYMENT,35.68,C7329770,122017.91,121982.23000000001,M9736618,6843.03,42609.39,RU,19,0
63,TXN0003039,CASH_IN,161.87,C6808609,85050.5,84888.63,C1927615,90517.82,79320.16,US,12,0
64,TXN0003040,PAYMENT,829.18,C1797321,4254.41,3425.23,M5566768,54628.5,136968.82,GB,6,0
65,TXN0003041,TRANSFER,334.94,C6838230,312716.87,312381.93,C5992856,157761.54,108340.71,RU,23,0
66,TXN0003042,PAYMENT,75.71,C2266964,415052.25,414976.54,M5086710,34504.63,9693.64,BR,14,0
67,TXN0003043,DEBIT,383.15,C2679880,122283.59,121900.44,C5088345,109098.41,31936.62,US,3,0
68,TXN0003044,PAYMENT,1021.7,C4943004,328766.97,327745.26999999996,M9982809,34762.52,154189.65,US,7,0
69,TXN0003045,CASH_OUT,4.06,C2288445,261485.94,261481.88,C7488346,83067.18,1807.52,MX,20,0
70,TXN0003046,CASH_OUT,2485.3,C2442063,495178.58,492693.28,C9034342,149817.24,118502.19,MX,19,0
71,TXN0003047,TRANSFER,124.9,C9155269,241071.37,240946.47,C8187538,16158.5,139749.88,US,0,0
72,TXN0003048,PAYMENT,573.05,C1844801,456662.37,456089.32,M8950541,48288.84,112125.72,NG,13,0
73,TXN0003049,DEBIT,2682.47,C1462791,418974.93,416292.46,C9944486,43338.32,1283.95,US,5,0
74,TXN0003050,TRANSFER,15.75,C2847661,311107.89,311092.14,C2350621,186948.03,84063.15,GB,9,0
75,TXN0003051,TRANSFER,59.21,C7634179,169215.77,169156.56,C6773327,85557.22,15649.47,DE,19,0
76,TXN0003052,TRANSFER,137.4,C2951677,250237.97,250100.57,C9405818,70875.08,21310.35,MX,13,0
77,TXN0003053,CASH_OUT,51.03,C7403574,271951.4,271900.37,C8392365,41494.65,19689.12,UA,11,0
78,TXN0003054,CASH_OUT,7862.6,C9803892,373719.86,365857.26,C9016612,27957.97,137478.12,DE,1,0
79,TXN0003055,CASH_IN,44.1,C5843410,480707.39,480663.29000000004,C7388440,177149.27,35181.75,US,12,0
80,TXN0003056,TRANSFER,80.55,C4664351,148428.43,148347.88,C1014235,83219.19,19352.46,BR,2,0
81,TXN0003057,PAYMENT,368.26,C2715740,92784.41,92416.15000000001,M7284632,120193.1,198069.99,RU,3,0
82,TXN0003058,CASH_OUT,22.1,C4476389,130965.94,130943.84,C7973587,75421.54,195391.48,US,8,0
83,TXN0003059,TRANSFER,110.9,C9565000,463486.33,463375.43,C9104003,192258.24,597.98,US,17,0
84,TXN0003060,PAYMENT,461.7,C4689130,341455.71,340994.01,M9160796,80312.91,45402.64,UA,7,0
85,TXN0003061,DEBIT,125.75,C6780009,373409.99,373284.24,C4038772,197566.25,118771.82,US,22,0
86,TXN0003062,CASH_OUT,203.0,C3812988,467521.09,467318.09,C9095916,12882.79,181568.57,US,19,0
87,TXN0003063,PAYMENT,84.89,C3435279,40978.01,40893.12,M2580209,102712.6,56153.16,NG,4,0
88,TXN0003064,PAYMENT,11.83,C4230948,43752.56,43740.729999999996,M1342628,116677.79,197780.29,US,22,0
89,TXN0003065,TRANSFER,465.53,C1896378,167332.91,166867.38,C9060755,167302.24,104127.95,NG,19,0
90,TXN0003066,PAYMENT,8183.43,C9003810,290817.65,282634.22000000003,M5779148,11376.04,32245.98,NG,19,0
91,TXN0003067,DEBIT,253.87,C2786027,62119.41,61865.54,C9226414,158105.49,197568.95,US,13,0
92,TXN0003068,TRANSFER,383.96,C2592507,331454.79,331070.82999999996,C9968045,98503.2,126368.51,KE,0,0
93,TXN0003069,CASH_OUT,977.94,C6257695,430785.28,429807.34,C7817963,18823.68,119275.54,US,13,0
94,TXN0003070,CASH_IN,19.32,C7149241,224315.67,224296.35,C6912275,20671.15,119336.7,US,13,0
95,TXN0003071,CASH_OUT,7368.94,C4656067,456927.98,449559.04,C9187341,178327.39,105111.15,RU,2,0
96,TXN0003072,CASH_OUT,366.74,C1898452,265200.64,264833.9,C7576062,152721.96,128600.39,KE,22,0
97,TXN0003073,PAYMENT,6397.83,C2289492,495554.08,489156.25,M8147400,139121.47,22983.85,US,21,0
98,TXN0003074,PAYMENT,56.48,C4262664,460461.6,460405.12,M8073134,15376.35,122784.05,GB,7,0
99,TXN0003075,CASH_OUT,9284.71,C5492282,377156.49,367871.77999999997,C1614565,11256.47,95244.33,US,22,0
100,TXN0003076,PAYMENT,1153.22,C6993780,185785.76,184632.54,M5963598,44981.49,138968.92,GB,16,0
101,TXN0003077,CASH_IN,739.58,C4932915,76574.3,75834.72,C3074710,43565.45,126423.51,DE,23,0
102,TXN0003078,PAYMENT,390.74,C6404891,52920.7,52529.96,M6738239,166725.37,140112.78,GB,2,0
103,TXN0003079,PAYMENT,148.85,C2120195,416035.71,415886.86000000004,M5262432,180920.73,21258.74,DE,5,0
104,TXN0003080,CASH_OUT,2700.15,C4056761,202908.03,200207.88,C4151929,46654.19,119646.83,US,22,0
105,TXN0003081,TRANSFER,323.99,C2638595,361663.94,361339.95,C4488137,62790.25,43525.61,RU,10,0
106,TXN0003082,PAYMENT,4.79,C5066150,447378.15,447373.36000000004,M1145575,79988.56,132295.51,GB,19,0
107,TXN0003083,TRANSFER,26.2,C1774125,347881.76,347855.56,C8191536,27122.27,55513.02,US,18,0
108,TXN0003084,CASH_OUT,168.73,C3950139,230451.13,230282.4,C2805415,189141.61,185145.86,CN,6,0
109,TXN0003085,TRANSFER,454.86,C9526554,33271.28,32816.42,C2079981,186861.11,90564.25,US,19,0
110,TXN0003086,TRANSFER,218.51,C3283134,239410.9,239192.38999999998,C3030443,141269.44,36051.94,US,9,0
111,TXN0003087,PAYMENT,2801.59,C3879823,367487.64,364686.05,M3864474,137669.09,105042.11,KE,3,0
112,TXN0003088,DEBIT,4.94,C4850943,205897.35,205892.41,C2028961,146703.93,86775.9,UA,5,0
113,TXN0003089,TRANSFER,326.09,C1241860,445780.04,445453.94999999995,C2579483,33639.18,152155.85,US,9,0
114,TXN0003090,CASH_OUT,6.45,C5542450,334701.03,334694.58,C3605524,48930.15,167356.81,BR,5,0
115,TXN0003091,TRANSFER,1118.14,C6161516,205676.37,204558.22999999998,C8368859,147167.72,85159.34,MX,2,0
116,TXN0003092,PAYMENT,202.57,C6643235,494846.7,494644.13,M7988187,57001.43,61785.86,US,18,0
117,TXN0003093,TRANSFER,566.35,C2089741,233729.05,233162.69999999998,C4229956,167754.14,198023.66,US,20,0
118,TXN0003094,CASH_OUT,43.48,C1936211,454649.22,454605.74,C9532403,164361.83,14119.82,US,2,0
119,TXN0003095,CASH_OUT,3161.9,C6340289,159762.49,156600.59,C7431224,198015.31,7046.53,US,23,0
120,TXN0003096,CASH_IN,1965.4,C5057769,191115.53,189150.13,C9057843,132793.01,199795.59,US,18,0
121,TXN0003097,CASH_OUT,786.1,C3816575,116863.82,116077.72,C6821259,18573.03,13085.0,RU,2,0
122,TXN0003098,DEBIT,188.85,C4219121,417887.32,417698.47000000003,C1272505,25363.31,130741.0,GB,9,0
123,TXN0003099,DEBIT,780.33,C5933442,189273.35,188493.02000000002,C1036920,148935.97,54031.78,BR,16,0
124,TXN0003100,PAYMENT,59.51,C6031620,269398.98,269339.47,M9680402,51470.85,94527.96,US,7,0
125,TXN0003101,PAYMENT,1354.4,C9838407,218090.0,216735.6,M7396295,7456.5,86931.55,CN,23,0
126,TXN0003102,DEBIT,6627.36,C5831336,142139.4,135512.04,C3948224,76743.81,124044.43,MX,5,0
127,TXN0003103,PAYMENT,2082.28,C6532613,10411.78,8329.5,M6763400,164238.5,4341.77,US,10,0
128,TXN0003104,DEBIT,56.87,C3736182,403480.33,403423.46,C9775520,54395.88,197100.7,KE,19,0
129,TXN0003105,TRANSFER,504.13,C1138525,284659.11,284154.98,C5173142,84389.89,65351.83,GB,19,0
130,TXN0003106,TRANSFER,18.43,C2612728,202428.8,202410.37,C8890729,109889.58,40281.83,US,14,0
131,TXN0003107,PAYMENT,768.76,C6707994,68187.12,67418.36,M5596432,42453.31,54954.34,RU,14,0
132,TXN0003108,PAYMENT,602.57,C7743856,258172.4,257569.83,M7329897,117808.57,122258.11,NG,14,0
133,TXN0003109,PAYMENT,5.81,C1275165,350398.11,350392.3,M7854885,4449.81,172658.08,NG,20,0
134,TXN0003110,DEBIT,23.96,C1863863,423139.67,423115.70999999996,C2426122,16158.71,192674.79,CN,2,0
135,TXN0003111,PAYMENT,138.9,C9784541,398058.87,397919.97,M5373987,20525.81,78437.8,KE,14,0
136,TXN0003112,DEBIT,134.06,C8026823,363947.81,363813.75,C8250024,15314.72,145594.27,US,10,0
137,TXN0003113,TRANSFER,21.78,C1335591,192179.72,192157.94,C2609302,144640.9,36140.4,BR,8,0
138,TXN0003114,PAYMENT,532.7,C4481057,305348.13,304815.43,M7172964,115096.74,65533.24,CN,13,0
139,TXN0003115,DEBIT,404.62,C5668073,379734.39,379329.77,C6439259,156307.97,81705.7,US,10,0
140,TXN0003116,CASH_OUT,165.91,C4847454,171577.84,171411.93,C9128100,52858.7,35589.54,US,22,0
141,TXN0003117,CASH_OUT,53.97,C2209653,415719.39,415665.42000000004,C8912619,160307.46,24874.33,RU,5,0
142,TXN0003118,CASH_IN,1993.04,C3181928,27848.52,25855.48,C6543836,107783.46,174258.66,DE,7,0
143,TXN0003119,CASH_IN,6706.38,C8177839,377784.95,371078.57,C3892889,102832.45,157917.1,DE,9,0
144,TXN0003120,CASH_OUT,93.03,C5183703,323412.52,323319.49,C9678884,111857.53,10354.13,CN,23,0
145,TXN0003121,TRANSFER,71.93,C6420320,175396.98,175325.05000000002,C9592433,15893.28,152825.44,US,2,1
146,TXN0003122,TRANSFER,653.55,C7331260,42029.58,41376.03,C6594589,151818.4,128540.08,GB,20,0
147,TXN0003123,CASH_OUT,119.57,C7188670,453275.62,453156.05,C3473460,104836.17,151797.34,UA,15,0
148,TXN0003124,PAYMENT,185.16,C4627819,163773.95,163588.79,M7497669,149471.58,43126.39,US,6,0
149,TXN0003125,TRANSFER,1074.17,C5718741,314434.01,313359.84,C4544771,75503.99,147749.91,US,16,0
150,TXN0003126,PAYMENT,5.37,C2760795,337132.62,337127.25,M2206941,74156.76,135925.51,US,7,0
151,TXN0003127,PAYMENT,3417.3,C1802238,441397.66,437980.36,M8524467,60290.63,173277.39,DE,14,0
152,TXN0003128,TRANSFER,282.98,C8180776,337601.02,337318.04000000004,C3903453,78482.66,107636.55,UA,12,0
153,TXN0003129,CASH_OUT,107.45,C9546989,406858.66,406751.20999999996,C9193739,171738.03,122655.15,US,15,0
154,TXN0003130,CASH_OUT,204.7,C5016918,419655.4,419450.7,C5785863,169688.33,89225.03,MX,4,0
155,TXN0003131,TRANSFER,226.98,C5257217,481151.54,480924.56,C1461312,83978.31,95063.96,GB,15,0
156,TXN0003132,PAYMENT,7.67,C3521576,479148.79,479141.12,M1377946,70938.3,61625.08,RU,14,0
157,TXN0003133,TRANSFER,4865.26,C4350766,44133.44,39268.18,C6000408,130348.14,41592.18,US,15,0
158,TXN0003134,CASH_OUT,265.78,C1976246,321674.86,321409.07999999996,C1542209,159261.75,74520.13,US,8,0
159,TXN0003135,TRANSFER,593.48,C9493308,121084.08,120490.6,C3516836,105066.75,191718.03,US,8,0
160,TXN0003136,TRANSFER,1641.06,C8091166,123000.9,121359.84,C7131350,26026.74,82323.57,KE,6,0
161,TXN0003137,CASH_IN,31.74,C1226136,130114.2,130082.45999999999,C1617723,147372.5,14027.92,US,18,0
162,TXN0003138,CASH_OUT,630.77,C6161760,412235.92,411605.14999999997,C7067867,119570.82,113539.33,US,19,0
163,TXN0003139,CASH_OUT,143.27,C6274054,43381.82,43238.55,C2348045,149775.15,89564.4,US,10,0
164,TXN0003140,CASH_IN,1330.81,C7740968,38250.39,36919.58,C8153557,89735.46,184663.36,MX,15,0
165,TXN0003141,CASH_OUT,3.47,C7851188,243430.39,243426.92,C9575199,116710.07,79979.06,US,23,0
166,TXN0003142,CASH_OUT,200.7,C7432383,354084.9,353884.2,C3470633,73772.02,68618.69,US,11,0
167,TXN0003143,CASH_OUT,73.29,C7290235,263377.03,263303.74000000005,C1281452,140276.73,138331.09,CN,8,0
168,TXN0003144,PAYMENT,580.87,C4027962,248189.8,247608.93,M4119485,63109.15,167635.18,UA,0,0
169,TXN0003145,CASH_OUT,626.46,C9976312,87367.59,86741.12999999999,C8085538,13446.54,175134.12,US,8,0
170,TXN0003146,CASH_OUT,59.43,C7309851,154163.5,154104.07,C1540755,118156.16,18057.74,US,7,0
171,TXN0003147,TRANSFER,58.89,C9394357,83829.81,83770.92,C6697277,532.55,65462.87,NG,9,0
172,TXN0003148,PAYMENT,196.11,C2729925,465011.52,464815.41000000003,M1279961,33296.69,144401.41,MX,21,0
173,TXN0003149,DEBIT,40.72,C9067338,419151.35,419110.63,C4785951,183155.34,136391.72,KE,17,0
174,TXN0003150,DEBIT,1318.13,C7816369,155046.9,153728.77,C7939388,95813.2,19102.41,DE,15,0
175,TXN0003151,PAYMENT,116.93,C4415099,38177.43,38060.5,M7148327,28270.85,102823.35,BR,0,0
176,TXN0003152,PAYMENT,0.73,C8019723,267255.86,267255.13,M6339847,190173.25,187133.0,US,6,0
177,TXN0003153,DEBIT,115.63,C7118313,346883.23,346767.6,C3815007,65573.67,175364.87,RU,19,0
178,TXN0003154,DEBIT,30.66,C1971163,151794.28,151763.62,C9766338,183334.75,194225.12,UA,2,0
179,TXN0003155,CASH_OUT,9.37,C7293269,180502.97,180493.6,C6541381,69032.37,124166.73,RU,3,0
180,TXN0003156,PAYMENT,20.6,C4448288,293798.33,293777.73000000004,M2629082,18339.97,178305.72,US,18,0
181,TXN0003157,DEBIT,304.54,C1930920,480258.67,479954.13,C4289642,173229.72,37815.72,US,8,0
182,TXN0003158,PAYMENT,3488.69,C3903287,457363.95,453875.26,M6230410,175260.31,114846.66,US,19,0
183,TXN0003159,CASH_OUT,457.77,C5062815,420208.24,419750.47,C1872786,103002.08,30947.53,MX,3,0
184,TXN0003160,CASH_IN,72.75,C5952500,495073.12,495000.37,C2521322,17624.21,49891.72,US,12,0
185,TXN0003161,TRANSFER,608.99,C6978702,97888.6,97279.61,C7080788,7798.29,11777.21,US,2,0
186,TXN0003162,TRANSFER,97.69,C1172180,220475.54,220377.85,C8546060,9490.53,199963.28,US,22,0
187,TXN0003163,CASH_OUT,61.0,C7049235,331821.9,331760.9,C6084824,167882.04,86431.78,US,14,0
188,TXN0003164,CASH_OUT,24.32,C6124211,493976.66,493952.33999999997,C6461593,36752.41,118202.44,US,17,0
189,TXN0003165,PAYMENT,7.36,C5477850,76350.45,76343.09,M6725110,16406.82,123624.73,NG,21,0
190,TXN0003166,CASH_OUT,112.19,C2727697,209675.51,209563.32,C1384329,196440.47,76107.08,US,22,0
191,TXN0003167,CASH_OUT,335.66,C1289731,447585.77,447250.11000000004,C1987732,127289.65,32007.46,UA,22,0
